id,Yield
74198,6.588541505
74199,10.4478109
74200,11.52441706
74201,8.652916022
74202,12.22123656
74203,11.7584436
74204,11.85819471
74205,10.27482975
74206,9.438038615
74207,9.169329636
74208,11.7157584
74209,15.61397787
74210,10.73490844
74211,7.196015086
74212,9.570875735
74213,11.89385786
74214,13.23389251
74215,8.411141712
74216,7.547351109
74217,15.80729206
74218,12.37268154
74219,8.076066773
74220,15.90008227
74221,8.170054664
74222,10.16366165
74223,9.820455121
74224,9.73198294
74225,11.21575571
74226,9.851765489
74227,11.37869552
74228,4.499733566
74229,12.39689467
74230,11.15712773
74231,7.618670705
74232,11.89470886
74233,6.242385461
74234,10.51764627
74235,12.42762445
74236,8.14150891
74237,9.235625615
74238,11.66845681
74239,6.366230556
74240,7.39597474
74241,7.613305642
74242,13.40719786
74243,11.00194
74244,6.876691944
74245,11.27291164
74246,10.20670802
74247,8.627168867
74248,8.976205939
74249,16.16636761
74250,12.69009061
74251,14.64608649
74252,7.972172746
74253,12.34140501
74254,10.91242215
74255,10.89336559
74256,12.80230797
74257,13.75081821
74258,4.466197255
74259,12.5339835
74260,9.437623184
74261,7.905532482
74262,5.136481569
74263,12.28452464
74264,10.54319846
74265,12.19401835
74266,8.423063935
74267,11.24148082
74268,7.336398955
74269,7.776264321
74270,8.607478681
74271,11.91146113
74272,16.20117608
74273,7.510312517
74274,14.17856154
74275,8.766206837
74276,7.810572157
74277,9.325070509
74278,15.64186523
74279,12.11968951
74280,10.32362059
74281,14.27206697
74282,12.64004812
74283,11.13413115
74284,8.597213003
74285,7.115201365
74286,11.35697908
74287,12.56141798
74288,12.74603261
74289,7.789056503
74290,11.96868095
74291,11.54011356
74292,9.845923881
74293,7.852858415
74294,11.17658438
74295,13.43037178
74296,11.63381995
74297,12.76906695
74298,15.86051539
74299,11.19887194
74300,9.950053352
74301,10.83680706
74302,9.950174035
74303,9.864132206
74304,11.57518837
74305,9.629325365
74306,8.854325485
74307,7.739937482
74308,11.98944021
74309,9.999770572
74310,16.79159348
74311,8.800486134
74312,12.44515489
74313,12.43098371
74314,11.85542633
74315,9.263961903
74316,10.48068574
74317,9.969637863
74318,12.23063593
74319,12.58404234
74320,8.018513915
74321,9.024216048
74322,13.0028422
74323,12.38728738
74324,12.44711963
74325,9.371113554
74326,9.906101613
74327,10.38240952
74328,12.14937215
74329,9.549794682
74330,9.674974436
74331,5.594997902
74332,10.81957053
74333,14.16045029
74334,11.79857231
74335,12.43429237
74336,9.784721697
74337,9.689823363
74338,10.08980307
74339,10.02140103
74340,9.557604781
74341,8.866346151
74342,8.347390963
74343,8.208471547
74344,10.30359055
74345,10.18556346
74346,7.684800304
74347,13.87231256
74348,10.31498593
74349,9.394849191
74350,12.28246417
74351,12.63627654
74352,13.14728003
74353,10.32598662
74354,13.54868166
74355,6.787936011
74356,6.093094407
74357,10.31087147
74358,6.944486945
74359,8.144603997
74360,8.932877898
74361,11.50145921
74362,8.137089859
74363,10.14753268
74364,10.10134447
74365,5.571543243
74366,5.484971207
74367,7.747228718
74368,8.3657858
74369,10.19913698
74370,12.55638651
74371,11.94394086
74372,10.48220279
74373,11.10117711
74374,9.43341165
74375,7.581322072
74376,11.70363234
74377,9.631980367
74378,13.91905125
74379,12.47769202
74380,10.35343327
74381,10.07608847
74382,12.62130642
74383,8.147915323
74384,9.729546789
74385,9.673845055
74386,13.94203606
74387,11.15481538
74388,7.254468214
74389,9.486897527
74390,6.777429496
74391,8.123305031
74392,9.610180872
74393,13.63524571
74394,8.590211039
74395,9.621534515
74396,10.06269929
74397,7.119734716
74398,9.831300139
74399,13.01325432
74400,12.57436703
74401,9.611977792
74402,8.790032085
74403,11.90576053
74404,7.30129892
74405,16.44646142
74406,5.381606954
74407,9.565119498
74408,9.923670527
74409,13.52437874
74410,10.37420555
74411,11.2176805
74412,10.59142394
74413,10.54170068
74414,12.94664598
74415,14.57891674
74416,9.678219668
74417,16.23565407
74418,9.799344571
74419,11.24160255
74420,11.10559249
74421,10.26173671
74422,5.289720224
74423,10.35956312
74424,8.149339993
74425,7.579304797
74426,10.83799545
74427,9.997749105
74428,9.906045809
74429,15.49129748
74430,6.041079047
74431,5.631528393
74432,11.66247263
74433,16.39215978
74434,12.39103894
74435,11.94496891
74436,13.12590313
74437,10.61489216
74438,11.49494254
74439,8.209765635
74440,12.3545604
74441,9.710056908
74442,12.03631053
74443,7.050342598
74444,9.213382867
74445,10.92703003
74446,12.82109364
74447,10.27192058
74448,4.964097765
74449,6.974948342
74450,10.71642673
74451,14.61977526
74452,11.99479495
74453,5.445676601
74454,10.50914347
74455,8.537702295
74456,11.29646559
74457,7.274988594
74458,7.74566138
74459,10.53346175
74460,8.110379624
74461,13.52998692
74462,8.867608107
74463,11.55476277
74464,13.25500414
74465,5.50381621
74466,11.28818536
74467,12.58691429
74468,9.098685872
74469,10.06059662
74470,13.17010512
74471,12.60607115
74472,13.396556
74473,15.49977499
74474,5.192928016
74475,11.79611364
74476,10.13169619
74477,10.7410744
74478,9.400181449
74479,15.52219567
74480,10.03521611
74481,7.821068932
74482,9.601923595
74483,9.854819656
74484,12.57674432
74485,16.23321446
74486,6.87321316
74487,5.019279464
74488,10.98584799
74489,8.22126162
74490,7.027599478
74491,9.87781536
74492,6.668417795
74493,10.00791331
74494,11.82823444
74495,12.18739802
74496,5.549810247
74497,10.24454029
74498,10.52505523
74499,8.24510656
74500,9.88533233
74501,9.863016164
74502,11.49898347
74503,10.42588342
74504,13.60785801
74505,10.04172265
74506,9.942716225
74507,9.59682532
74508,6.907497693
74509,14.63496644
74510,11.83896295
74511,12.43177147
74512,10.11359216
74513,12.84617308
74514,9.959409115
74515,10.06936426
74516,5.910966947
74517,8.611177758
74518,13.17924162
74519,10.17640514
74520,5.951704084
74521,9.614798295
74522,10.77609658
74523,10.07838708
74524,8.759105476
74525,7.16786106
74526,7.788086643
74527,9.523321943
74528,10.53068388
74529,9.087694179
74530,9.458451359
74531,11.67970016
74532,10.2646971
74533,9.937199419
74534,7.672956831
74535,12.67023092
74536,5.660043878
74537,7.412074602
74538,10.53352527
74539,9.045015837
74540,8.952672332
74541,10.95246842
74542,10.11686058
74543,9.993379604
74544,10.32243732
74545,9.878210398
74546,15.57658735
74547,11.12627079
74548,15.02529891
74549,7.912064772
74550,14.48858921
74551,12.36570722
74552,10.32075318
74553,9.986968027
74554,11.83673529
74555,10.86803133
74556,9.97707292
74557,12.29662444
74558,10.74149311
74559,11.42320643
74560,9.983701984
74561,12.33406701
74562,5.395469738
74563,10.68075717
74564,10.0870432
74565,8.769195669
74566,9.246457384
74567,14.82715622
74568,5.295713543
74569,15.80233679
74570,12.21508016
74571,4.358526502
74572,6.590629705
74573,13.89730578
74574,11.85428602
74575,6.914064512
74576,7.774542758
74577,8.232994579
74578,7.046068636
74579,12.0981545
74580,10.24242623
74581,10.19706271
74582,5.168661542
74583,11.5951188
74584,11.58705097
74585,13.51142391
74586,4.355244223
74587,6.330133181
74588,10.46368274
74589,8.386827824
74590,12.87684516
74591,8.741149226
74592,11.46979939
74593,5.26345727
74594,11.23028177
74595,13.18675681
74596,11.55152368
74597,7.900416347
74598,5.634284491
74599,9.608213256
74600,6.423993797
74601,7.077230536
74602,9.495128796
74603,5.210715013
74604,12.93379314
74605,5.584328903
74606,7.59050415
74607,12.24564175
74608,9.295650418
74609,6.691936461
74610,12.48914988
74611,8.270562486
74612,12.33782571
74613,9.84352425
74614,9.465315391
74615,11.73757439
74616,6.777431969
74617,11.0480706
74618,6.295491573
74619,9.226323018
74620,8.950190352
74621,5.957568571
74622,9.040153724
74623,7.214231783
74624,9.124761867
74625,10.44852246
74626,12.37612501
74627,10.51578566
74628,11.33822322
74629,12.32762463
74630,14.71706179
74631,14.94397344
74632,9.37940606
74633,14.96700951
74634,9.017318156
74635,10.36548434
74636,13.45091069
74637,7.745796609
74638,7.412500443
74639,10.4370022
74640,7.811526246
74641,7.113447609
74642,8.37790254
74643,11.14895151
74644,10.90022725
74645,4.153174958
74646,9.189072227
74647,10.99166907
74648,12.93845895
74649,5.362351731
74650,14.54664717
74651,10.27303397
74652,12.74252733
74653,5.5627479
74654,12.85540943
74655,12.58244991
74656,9.601415225
74657,9.755529635
74658,12.15101038
74659,10.44862341
74660,10.49587555
74661,14.80428922
74662,8.722753602
74663,11.50104618
74664,12.09926213
74665,15.12285849
74666,10.64764973
74667,8.742881793
74668,12.98772243
74669,10.39042059
74670,11.26144465
74671,10.24452824
74672,11.33985282
74673,10.02977553
74674,9.412120573
74675,13.77171556
74676,9.831479286
74677,10.49260998
74678,10.88498794
74679,10.61193363
74680,10.34261325
74681,9.394330113
74682,10.30587231
74683,6.839611495
74684,7.868122115
74685,6.224521885
74686,6.035335419
74687,10.29608533
74688,10.56774059
74689,9.599396522
74690,8.667077833
74691,11.21499435
74692,7.269904608
74693,7.50079686
74694,10.17789618
74695,10.85626136
74696,6.11462915
74697,8.944580615
74698,7.213993255
74699,11.17477784
74700,8.131157563
74701,9.757806493
74702,13.55679362
74703,6.714574553
74704,10.78430914
74705,5.526679092
74706,6.263612733
74707,5.573259508
74708,13.70658275
74709,11.04408176
74710,7.274940697
74711,12.30569716
74712,12.72963844
74713,7.590548746
74714,7.7508595
74715,10.82977523
74716,7.499916649
74717,9.393851015
74718,11.04526962
74719,9.969432117
74720,8.183836737
74721,10.81941494
74722,15.35845512
74723,10.00619086
74724,12.64514558
74725,15.68348128
74726,12.74636642
74727,8.799034571
74728,11.67311145
74729,11.3216051
74730,10.64765117
74731,9.621571926
74732,13.4603162
74733,12.28720091
74734,7.227214608
74735,11.83109218
74736,7.433466556
74737,12.44052424
74738,7.738795474
74739,12.57849716
74740,9.067306297
74741,9.146591801
74742,12.52868617
74743,12.6355682
74744,9.586164576
74745,8.923471799
74746,12.80951212
74747,10.69987337
74748,10.93559546
74749,10.01289964
74750,8.180524462
74751,9.989454154
74752,8.145930753
74753,7.486718491
74754,13.50187572
74755,11.34633368
74756,6.946102251
74757,10.19529181
74758,12.50978513
74759,7.631078205
74760,12.99335605
74761,9.986005733
74762,7.578466144
74763,16.69341756
74764,11.71935776
74765,10.33279151
74766,9.972149351
74767,6.79796885
74768,9.817362911
74769,9.59326082
74770,9.171391
74771,11.83597615
74772,12.55498766
74773,10.4853614
74774,12.79482965
74775,12.36536845
74776,10.84404288
74777,6.770096995
74778,6.457905793
74779,9.779450192
74780,11.33849752
74781,9.517732617
74782,9.891660296
74783,11.409568
74784,11.69516982
74785,12.83546321
74786,11.75710654
74787,14.25555568
74788,7.898068207
74789,5.305883963
74790,9.662329767
74791,13.02833539
74792,6.070741401
74793,7.352105529
74794,13.40810469
74795,12.64415065
74796,13.48457298
74797,8.528255111
74798,15.20559347
74799,11.48971599
74800,14.44682857
74801,9.989814912
74802,12.21001758
74803,13.14789394
74804,10.82624518
74805,10.41936078
74806,5.167174632
74807,5.219416665
74808,7.700644105
74809,15.94733608
74810,6.401834315
74811,11.76642402
74812,11.8137453
74813,12.88510951
74814,10.65211021
74815,9.588376357
74816,12.70677087
74817,13.88439006
74818,9.086908019
74819,9.412089981
74820,11.91198973
74821,11.82389996
74822,10.83466087
74823,8.053642312
74824,12.73356961
74825,7.322396504
74826,9.78473907
74827,12.52088553
74828,11.00653325
74829,11.17914434
74830,9.99952215
74831,7.949971511
74832,8.192291874
74833,14.17734747
74834,12.93624548
74835,10.23505472
74836,11.70029817
74837,12.58449311
74838,9.161350729
74839,7.427775108
74840,9.555437396
74841,9.904042477
74842,12.41539828
74843,9.23228613
74844,9.779803101
74845,9.86551784
74846,13.09399422
74847,9.345461211
74848,10.62251882
74849,9.862737848
74850,6.392525819
74851,9.207086419
74852,12.05908161
74853,5.049590671
74854,14.70597681
74855,14.3527692
74856,10.5039579
74857,15.73223036
74858,10.06873081
74859,10.44927193
74860,9.63210811
74861,13.41599541
74862,12.05640212
74863,8.461568768
74864,13.50451498
74865,11.75058524
74866,11.78229945
74867,13.94288825
74868,9.788953804
74869,9.865364345
74870,12.35789961
74871,9.895047024
74872,12.13432671
74873,13.0310851
74874,13.62347827
74875,11.80844383
74876,10.16486134
74877,11.62007806
74878,7.612088656
74879,8.033887096
74880,10.05118499
74881,11.26432368
74882,9.912905323
74883,10.48616118
74884,7.363291728
74885,13.6323821
74886,12.56208514
74887,5.806502216
74888,9.254086298
74889,7.753669931
74890,8.483575505
74891,12.48151272
74892,10.08817669
74893,9.821170155
74894,13.71280292
74895,9.473828436
74896,10.61235416
74897,10.10835711
74898,9.875021824
74899,12.69943733
74900,12.62467623
74901,7.150500754
74902,5.704928206
74903,12.2405178
74904,11.17132979
74905,10.29690494
74906,10.92961948
74907,5.576144136
74908,9.900921
74909,10.34503454
74910,11.32390382
74911,8.798398413
74912,10.4471383
74913,14.09471377
74914,11.09741601
74915,6.128885699
74916,13.52150616
74917,7.013452155
74918,13.84053051
74919,14.52785481
74920,10.17134804
74921,4.31391139
74922,9.936149747
74923,10.1836926
74924,11.40866809
74925,9.416584602
74926,12.18212816
74927,8.037600005
74928,6.794587547
74929,9.615974757
74930,9.709769327
74931,9.522954045
74932,8.52366449
74933,16.10112125
74934,10.28752674
74935,11.3685625
74936,8.25609241
74937,8.359844446
74938,10.25321598
74939,12.81502212
74940,7.255682485
74941,10.90149824
74942,7.780503179
74943,10.02923983
74944,11.59658758
74945,8.372329666
74946,10.1827817
74947,12.57840324
74948,7.951338171
74949,11.1071572
74950,5.569655228
74951,12.06636439
74952,13.03731163
74953,11.29160387
74954,9.702412465
74955,11.5148394
74956,7.536116247
74957,10.1089083
74958,8.012079838
74959,8.58053126
74960,10.89432351
74961,14.23172606
74962,11.5696178
74963,10.88548591
74964,9.357230563
74965,9.37538704
74966,9.708046162
74967,12.09661463
74968,9.15399438
74969,14.10376529
74970,11.36139889
74971,8.764627544
74972,6.82666971
74973,9.242915444
74974,15.73834565
74975,11.55740757
74976,13.15158348
74977,5.90621728
74978,6.13928296
74979,7.612273425
74980,9.889575533
74981,6.494684423
74982,9.762563839
74983,5.411244248
74984,7.436036873
74985,13.07547771
74986,4.265525386
74987,8.524063344
74988,5.296111751
74989,8.92685537
74990,11.4625501
74991,8.919600576
74992,10.15591922
74993,12.30042135
74994,6.809039935
74995,9.714266521
74996,12.07617651
74997,7.378021309
74998,15.16281859
74999,11.45306362
75000,11.09771464
75001,14.7248739
75002,8.739723163
75003,9.932196812
75004,9.710361628
75005,10.27314595
75006,14.66100499
75007,12.65128189
75008,9.44030763
75009,8.767050882
75010,10.41205047
75011,10.31874957
75012,13.49826434
75013,5.12204653
75014,6.845779351
75015,8.832435265
75016,7.853526568
75017,14.86205606
75018,14.5320526
75019,4.304550457
75020,13.88525984
75021,8.067775855
75022,12.09469655
75023,12.60369791
75024,4.440911817
75025,11.33479776
75026,10.5163786
75027,10.01419745
75028,12.46959834
75029,8.921115846
75030,10.13325339
75031,12.17877629
75032,11.36348722
75033,12.68312328
75034,6.201293149
75035,9.965540256
75036,10.36883929
75037,11.04045391
75038,10.42230172
75039,10.4885204
75040,10.26436932
75041,7.735701572
75042,11.35197236
75043,9.192584267
75044,12.45423411
75045,13.10384387
75046,9.044966444
75047,12.68398378
75048,10.40806805
75049,10.24922108
75050,10.24315957
75051,6.641648073
75052,13.27133869
75053,11.04479571
75054,9.786005502
75055,6.246153276
75056,9.61164125
75057,12.18125021
75058,11.82873384
75059,7.6584417
75060,7.795414032
75061,13.54812779
75062,10.37011476
75063,5.991052115
75064,9.655153662
75065,4.576355137
75066,9.409548594
75067,10.80920866
75068,8.09728074
75069,13.4995487
75070,16.37736975
75071,8.964714688
75072,9.830873658
75073,6.573911583
75074,8.320053161
75075,6.959602962
75076,13.46561205
75077,8.896269869
75078,9.724556486
75079,8.153379372
75080,7.664602173
75081,7.651071054
75082,11.30356689
75083,9.422485342
75084,15.04964081
75085,9.491887357
75086,8.248025025
75087,11.26918688
75088,6.528561324
75089,11.46014847
75090,10.70602466
75091,7.64393939
75092,14.00052149
75093,11.75450163
75094,6.690108613
75095,7.424475764
75096,8.134142303
75097,7.62476148
75098,11.67158991
75099,13.74259685
75100,12.32914465
75101,12.34306871
75102,10.01127697
75103,10.01327137
75104,6.595394175
75105,8.038460685
75106,9.387525969
75107,14.3091967
75108,7.597534731
75109,10.095097
75110,13.14175467
75111,12.74480866
75112,8.145990789
75113,7.795787517
75114,14.54637586
75115,11.88715527
75116,6.769635076
75117,8.780464447
75118,13.41966186
75119,8.831475965
75120,12.34914399
75121,12.78980144
75122,7.808922297
75123,12.00211363
75124,6.848289178
75125,12.42143019
75126,12.49558819
75127,9.955602571
75128,9.277158572
75129,9.256102828
75130,6.32607063
75131,11.0200106
75132,13.58420331
75133,10.84602258
75134,8.852302595
75135,11.19663325
75136,12.31765332
75137,9.797382628
75138,8.825120374
75139,7.32661405
75140,8.887635062
75141,9.819202771
75142,6.416482144
75143,11.14535336
75144,11.38635923
75145,12.76534345
75146,8.103066094
75147,9.231521581
75148,9.965855791
75149,10.25220201
75150,6.114502557
75151,5.092837738
75152,6.062276164
75153,13.077983
75154,7.944986184
75155,8.599499043
75156,10.09930421
75157,11.52501449
75158,12.92407016
75159,6.88457009
75160,10.19202059
75161,6.81638532
75162,11.14281623
75163,8.717614444
75164,12.73963172
75165,11.76175376
75166,12.32913142
75167,5.260393375
75168,7.416674383
75169,14.71922337
75170,8.059840101
75171,10.745639
75172,11.00087921
75173,10.02171732
75174,15.6119462
75175,9.842062898
75176,11.24170003
75177,10.9136372
75178,4.641567532
75179,10.06881495
75180,9.895640976
75181,9.243086959
75182,9.91002788
75183,12.71048961
75184,12.82929214
75185,11.89243058
75186,12.43515625
75187,10.94029969
75188,8.011312568
75189,12.54035579
75190,7.53550464
75191,12.13304732
75192,12.75838196
75193,15.65560026
75194,10.52895002
75195,10.27286714
75196,6.698807605
75197,7.509705055
75198,9.947485111
75199,7.212782845
75200,11.09233258
75201,9.537909053
75202,7.087756459
75203,10.66405628
75204,12.69035135
75205,9.301896696
75206,9.454755923
75207,10.59769225
75208,11.22762302
75209,11.71075489
75210,12.50127346
75211,10.19471394
75212,10.23279159
75213,14.48690132
75214,9.452214956
75215,9.978144077
75216,10.98673736
75217,10.36055681
75218,10.23524754
75219,15.83924553
75220,8.621634846
75221,11.86929806
75222,9.342233332
75223,9.33249967
75224,7.05602813
75225,8.953983159
75226,12.78450013
75227,5.399521966
75228,12.43259076
75229,9.952941338
75230,8.450136454
75231,10.31157518
75232,9.897078456
75233,14.29597876
75234,9.534064026
75235,7.967734913
75236,13.50456883
75237,6.940280839
75238,6.815870368
75239,12.74153646
75240,7.055204986
75241,8.525525748
75242,9.475496813
75243,12.75894714
75244,7.484896995
75245,13.92935745
75246,12.32820536
75247,11.00909506
75248,6.770333952
75249,11.96127982
75250,12.44879482
75251,10.88974004
75252,9.718040756
75253,11.12654285
75254,15.41016943
75255,13.2711247
75256,9.055946292
75257,15.84873353
75258,12.51354064
75259,12.59152999
75260,6.032510954
75261,10.2274168
75262,14.78947452
75263,7.117904298
75264,10.36558391
75265,9.89125938
75266,11.59782787
75267,12.30610122
75268,12.58166851
75269,10.30831572
75270,5.628813114
75271,8.536544083
75272,9.150188967
75273,4.730149774
75274,12.54244308
75275,10.55194819
75276,13.26174157
75277,6.730465644
75278,11.43838942
75279,6.973720266
75280,5.38432849
75281,8.877368557
75282,12.61607265
75283,8.135559416
75284,12.44138719
75285,12.40794675
75286,10.98228431
75287,6.215127176
75288,11.79066263
75289,12.45566065
75290,15.31522214
75291,10.64972398
75292,10.52820308
75293,12.84548128
75294,11.96121787
75295,9.946588848
75296,5.596288648
75297,9.1291527
75298,9.767330371
75299,8.212862237
75300,11.06270262
75301,10.82560378
75302,9.587556666
75303,6.221948889
75304,12.38616297
75305,12.0713341
75306,7.572484052
75307,9.459642258
75308,11.8419893
75309,6.902595332
75310,10.39756953
75311,10.00995643
75312,12.5237062
75313,9.771772132
75314,9.821824164
75315,10.17577902
75316,5.607260472
75317,10.04700569
75318,10.77545373
75319,16.50086053
75320,9.355002513
75321,9.924762751
75322,10.09102411
75323,7.132620278
75324,10.025325
75325,9.716792993
75326,8.272117559
75327,7.040826431
75328,11.89745489
75329,6.254734548
75330,7.977681813
75331,11.91766492
75332,11.4362492
75333,9.673379706
75334,11.70952668
75335,6.084808095
75336,12.3342234
75337,11.95106072
75338,11.06421776
75339,12.2995077
75340,12.51871473
75341,8.845742249
75342,5.298851941
75343,9.655926606
75344,11.07621529
75345,9.169665935
75346,13.43204612
75347,10.9625428
75348,4.196814248
75349,12.99300997
75350,7.622982137
75351,5.594726084
75352,5.139538227
75353,9.366169781
75354,6.693481541
75355,7.17829041
75356,9.351709187
75357,12.90142847
75358,12.49332858
75359,9.475785611
75360,7.231361457
75361,7.511447982
75362,11.82193194
75363,12.36580398
75364,9.490031821
75365,7.320545128
75366,7.134141638
75367,12.68648132
75368,13.58233931
75369,10.73136096
75370,11.79609376
75371,7.464592964
75372,8.107968509
75373,9.689637665
75374,7.463013487
75375,13.61496143
75376,15.47803921
75377,13.41604582
75378,12.25148
75379,11.14562885
75380,6.787739611
75381,11.51046261
75382,7.563516027
75383,6.865768848
75384,15.00292336
75385,8.402024728
75386,13.463135
75387,10.82793945
75388,11.13919368
75389,13.79246344
75390,15.24477831
75391,11.41756701
75392,6.938187679
75393,16.09018736
75394,13.94886539
75395,8.138523183
75396,12.27856598
75397,11.48800798
75398,7.052121002
75399,13.50320093
75400,6.640054843
75401,9.932453841
75402,9.534985983
75403,11.03872573
75404,9.00390828
75405,11.56607223
75406,6.736421526
75407,5.597734653
75408,9.887689084
75409,10.56304786
75410,13.91657542
75411,14.54192753
75412,6.208909394
75413,8.183656043
75414,10.46079145
75415,9.785743484
75416,6.16471984
75417,10.36431679
75418,10.46044042
75419,8.264595798
75420,13.06606712
75421,13.39541726
75422,11.21971328
75423,11.08105005
75424,8.32312435
75425,10.89994546
75426,10.05986258
75427,7.088087338
75428,11.68392125
75429,12.49636826
75430,10.17683614
75431,5.344975233
75432,9.28102934
75433,10.27512035
75434,11.42505532
75435,8.766888661
75436,9.178347431
75437,11.92921571
75438,12.38598723
75439,12.41241818
75440,12.37081132
75441,7.500223044
75442,12.40732202
75443,11.43613365
75444,10.07751789
75445,7.206225799
75446,7.718073282
75447,11.17119884
75448,10.2792673
75449,11.18488746
75450,6.485477391
75451,11.06838477
75452,9.953171385
75453,10.64820177
75454,10.37502419
75455,12.63324146
75456,10.90071834
75457,12.26903171
75458,6.4384208
75459,10.2840658
75460,16.27541197
75461,11.53676628
75462,9.540249848
75463,13.96384101
75464,12.24368717
75465,11.00899971
75466,11.29155294
75467,10.19249361
75468,6.781494653
75469,11.40905316
75470,11.81155431
75471,12.36119792
75472,6.866632074
75473,8.289659352
75474,11.89131945
75475,9.573020551
75476,11.37378258
75477,13.35877365
75478,7.023239874
75479,12.75088471
75480,9.568864342
75481,12.57102993
75482,15.38121391
75483,9.810108565
75484,12.27360084
75485,10.45768492
75486,8.689001413
75487,7.630045081
75488,7.941867765
75489,6.168485206
75490,7.621252777
75491,13.09401114
75492,13.41135206
75493,9.738816604
75494,9.43058
75495,8.724772953
75496,8.714721181
75497,11.48773967
75498,7.422899049
75499,7.380702149
75500,9.533112976
75501,9.709155428
75502,11.82769116
75503,12.89828231
75504,8.790186926
75505,10.47735159
75506,12.18144077
75507,5.172853149
75508,10.38930294
75509,8.276575334
75510,8.529806904
75511,11.24280027
75512,12.03472295
75513,13.632846
75514,7.550616378
75515,6.27830949
75516,5.044256066
75517,10.75993786
75518,9.85512183
75519,11.20211286
75520,10.1709858
75521,10.77310394
75522,6.358510043
75523,9.690074763
75524,9.769588084
75525,7.449930622
75526,8.058895751
75527,5.54454308
75528,6.374632773
75529,7.188553247
75530,6.774219814
75531,11.94962841
75532,12.15472488
75533,12.61945342
75534,7.614870035
75535,10.31311543
75536,10.71738235
75537,16.47624795
75538,15.02186603
75539,7.438645507
75540,11.85814346
75541,8.909068926
75542,10.32210951
75543,10.30111222
75544,10.53884638
75545,7.026139988
75546,14.73943919
75547,7.385052666
75548,7.216161022
75549,9.227579834
75550,5.410209932
75551,10.55623901
75552,4.133270503
75553,6.361902934
75554,9.602428637
75555,15.30426844
75556,4.359157199
75557,10.26704057
75558,10.93133006
75559,12.10506797
75560,9.821819916
75561,9.379504263
75562,14.9715108
75563,10.49596549
75564,12.75305787
75565,13.19063811
75566,8.878051137
75567,7.618771079
75568,10.90973537
75569,13.53345391
75570,10.15705636
75571,7.022243539
75572,13.4180305
75573,9.462454017
75574,11.04010925
75575,7.592694433
75576,7.164720321
75577,6.633614161
75578,11.95509493
75579,6.088432175
75580,8.201821351
75581,11.09990141
75582,7.62806222
75583,11.73232945
75584,14.07767594
75585,12.92718793
75586,6.388876647
75587,10.00870818
75588,12.40824748
75589,5.608159139
75590,12.69423754
75591,12.66808762
75592,12.63539457
75593,9.946461421
75594,5.465370971
75595,9.301121038
75596,8.705276709
75597,11.8027741
75598,11.72907659
75599,6.120985868
75600,6.851183886
75601,10.80989512
75602,6.781527449
75603,8.433596605
75604,13.85230704
75605,14.15802984
